,Name,Date,Time,Category,SubCategory,Max,Min,SalesStart,SalesEnd,Status,City,State,Latitude,Longitude,Description,Currency,URL,ID,Venues
185,Atlanta Braves vs. Los Angeles Dodgers,2024-09-15,,Baseball,MLB,366.0,25.0,2023-12-01 17:00:00,2024-09-15 19:35:00,onsale,Atlanta,Georgia,33.890304,-84.468127,N/A,USD,https://www.ticketmaster.com/atlanta-braves-vs-los-angeles-dodgers-atlanta-georgia-09-15-2024/event/0E005F6ECA66317A,vvG1zZ9UD1_NAB,Truist Park
186,Disney On Ice presents Into the Magic,2024-03-23,15:00:00,Ice Shows,Ice Shows,135.0,18.0,2023-11-14 15:00:00,2024-03-23 20:00:00,onsale,Trenton,New Jersey,40.2127206,-74.7577,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-into-the-trenton-new-jersey-03-23-2024/event/00005F4AE0073279,k7vGF9VlOvSay,CURE Insurance Arena
187,"Wizards vs Bucks (Reusable Water Bottle - First 5,000 Fans)",2024-04-02,19:00:00,Basketball,NBA,888.0,29.0,2023-09-07 14:00:00,2024-04-03 00:00:00,onsale,Washington,District of Columbia,38.897412,-77.020029,N/A,USD,https://www.ticketmaster.com/wizards-vs-bucks-reusable-water-bottle-washington-district-of-columbia-04-02-2024/event/15005F11AC78269A,G5vfZ9skireQQ,Capital One Arena
188,Detroit Red Wings vs. Montreal Canadiens,2024-04-15,19:00:00,Hockey,NHL,360.0,68.0,2023-08-04 14:00:00,2024-04-16 00:00:00,onsale,Detroit,Michigan,42.341089,-83.055434,"Bags, Purses, Clutches larger than 4"" x 6"" x 1.5"" are prohibited. Diaper Bags and Medical Bags are permitted and should be no larger than 14"" x 14"" x 6"". The venue is CASHLESS. All tickets are MOBILE. Please download the Ticketmaster App to view and manage your tickets. Please plan to arrive early to reduce your wait time to enter the venue.",USD,https://www.ticketmaster.com/detroit-red-wings-vs-montreal-canadiens-detroit-michigan-04-15-2024/event/08005ED5C3C73CDD,vvG1OZ9c9dsSSq,Little Caesars Arena
189,Disney On Ice presents Find Your Hero,2024-03-16,15:00:00,Ice Shows,Ice Shows,95.0,23.0,2023-10-24 14:00:00,2024-03-16 20:00:00,onsale,Estero,Florida,26.440127,-81.778614,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-estero-florida-03-16-2024/event/0D005F21A0EABA3D,vvG1VZ9wkOBlIW,Hertz Arena
190,Anaheim Ducks vs. Vancouver Canucks,2024-03-03,17:00:00,Hockey,NHL,429.0,24.0,,,onsale,Anaheim,California,33.80780364,-117.87653112,N/A,USD,https://www.ticketmaster.com/anaheim-ducks-vs-vancouver-canucks-anaheim-california-03-03-2024/event/09005ED6CAC93743,vvG10Z9ch1wKqd,Honda Center
191,Disney On Ice presents Find Your Hero,2024-03-30,15:00:00,Ice Shows,Ice Shows,105.0,15.0,2023-10-24 14:00:00,2024-03-30 21:00:00,onsale,Jacksonville,Florida,30.325811,-81.645058,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice Presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-jacksonville-florida-03-30-2024/event/22005F1FD6E0DB62,G5eFZ9sTpzucx,VyStar Veterans Memorial Arena
192,Disney On Ice presents Find Your Hero,2024-03-09,11:00:00,Ice Shows,Ice Shows,90.29,20.15,2023-10-10 15:00:00,2024-03-09 18:00:00,onsale,Southaven,Mississippi,34.9305909,-89.9975673,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information. Clear bag policy is in effect.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-southaven-mississippi-03-09-2024/event/1B005F35811917C9,G5viZ9SpvkoLa,Landers Center 
193,Chicago Blackhawks vs. Minnesota Wild,2024-04-07,14:30:00,Hockey,NHL,744.0,25.0,2023-08-31 15:00:00,2024-04-07 21:30:00,onsale,Chicago,Illinois,41.88124412,-87.67427375,N/A,USD,https://www.ticketmaster.com/chicago-blackhawks-vs-minnesota-wild-chicago-illinois-04-07-2024/event/04005EDC97D213E6,vvG18Z9cw9V-2J,United Center
194,Texas Rangers vs. Los Angeles Dodgers,2024-02-28,13:05:00,Baseball,MLB,N/A,N/A,1900-01-01 18:00:00,2024-02-28 20:05:00,onsale,Surprise,Arizona,33.632099,-112.382401,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7Zs4_,Z7r9jZ1A7Zs4_,Surprise Stadium
195,New York Yankees vs. New York Mets,2024-03-22,13:05:00,Baseball,MLB,140.0,70.0,2023-10-25 14:00:00,2024-03-22 18:05:00,onsale,Tampa,Florida,27.98008,-82.507423,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, and/or George M Steinbrenner Field, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 103 to behind home plate to Section 118. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-new-york-tampa-florida-03-22-2024/event/0D005F4DAFC01470,vvG1VZ9VURYvoY,George Steinbrenner Field
196,San Diego Padres vs. Los Angeles Dodgers,2024-05-10,18:40:00,Baseball,MLB,N/A,N/A,2024-02-06 18:00:00,2024-05-11 01:40:00,onsale,San Diego,California,32.70709659,-117.15680771,N/A,N/A,https://www.ticketmaster.com/san-diego-padres-vs-los-angeles-san-diego-california-05-10-2024/event/0A005F4AC92F1908,vvG1IZ9Vla5s0F,Petco Park
197,Carolina Hurricanes vs. Detroit Red Wings,2024-03-28,19:30:00,Hockey,NHL,312.0,34.0,2023-08-24 14:00:00,2024-03-29 00:30:00,onsale,Raleigh,North Carolina,35.803242,-78.722936,7.25% Sales Tax will be added on top of the ticket price.,USD,https://www.ticketmaster.com/carolina-hurricanes-vs-detroit-red-wings-raleigh-north-carolina-03-28-2024/event/2D005EF4A02F4161,G5eVZ9R3O5VA-,PNC Arena
198,New York Yankees vs. Philadelphia Phillies,2024-03-23,13:05:00,Baseball,MLB,140.0,70.0,2023-10-25 14:00:00,2024-03-23 18:05:00,onsale,Tampa,Florida,27.98008,-82.507423,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, and/or George M Steinbrenner Field, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 103 to behind home plate to Section 118. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-philadelphia-phillies-tampa-florida-03-23-2024/event/0D005F4DAFC31475,vvG1VZ9VURYsog,George Steinbrenner Field
199,New Jersey Devils vs. Pittsburgh Penguins,2024-03-19,19:00:00,Hockey,NHL,805.0,53.0,2023-08-10 15:00:00,2024-03-20 01:00:00,onsale,Newark,New Jersey,40.73340555,-74.17121214,Doors open 90 minutes prior to puck drop.,USD,https://www.ticketmaster.com/new-jersey-devils-vs-pittsburgh-penguins-newark-new-jersey-03-19-2024/event/02005EDBD624915C,vvG1FZ9cRpaaAj,Prudential Center
200,Disney On Ice presents Find Your Hero,2024-04-06,11:00:00,Ice Shows,Ice Shows,95.28,25.47,2023-10-17 14:00:00,2024-04-06 17:00:00,onsale,Louisville,Kentucky,38.25713,-85.753958,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-louisville-kentucky-04-06-2024/event/16005F16C46B2FAD,G5vbZ9sh7QwXc,KFC Yum! Center
201,iHeartCountry Festival Presented by Capital One,2024-05-04,19:00:00,Country,Country,604.0,29.0,2024-01-26 18:00:00,2024-05-05 00:00:00,onsale,Austin,Texas,30.280735,-97.730837,Lineup (Subject to Change): * Jason Aldean * Jelly Roll * Old Dominion * Lady A * Riley Green * Ashley McBryde * Brothers Osbourne * Walker Hayes * Hosted by Bobby Bones,USD,https://www.ticketmaster.com/iheartcountry-festival-presented-by-capital-one-austin-texas-05-04-2024/event/3A006029D21533E6,G5dIZbeE3AK2J,Moody Center ATX
202,Disney On Ice presents Find Your Hero,2024-03-16,11:00:00,Ice Shows,Ice Shows,95.0,23.0,2023-10-24 14:00:00,2024-03-16 16:00:00,onsale,Estero,Florida,26.440127,-81.778614,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-estero-florida-03-16-2024/event/0D005F21A0E5BA2D,vvG1VZ9wkOyhIc,Hertz Arena
203,San Jose Sharks vs. Chicago Blackhawks,2024-03-23,19:30:00,Hockey,NHL,525.0,62.0,2023-06-27 22:00:00,2024-03-24 03:30:00,onsale,San Jose,California,37.33276191,-121.90122373,N/A,USD,https://www.ticketmaster.com/san-jose-sharks-vs-chicago-blackhawks-san-jose-california-03-23-2024/event/1C005ED5EA8E71B0,G5vYZ9c9nNEkY,SAP Center at San Jose
204,Los Angeles Dodgers vs. San Diego Padres,2024-04-13,18:10:00,Baseball,MLB,N/A,N/A,1900-01-01 06:00:00,2024-04-14 01:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP978,Z7r9jZ1AdP978,Dodger Stadium
205,Disney On Ice presents Find Your Hero,2024-03-30,11:00:00,Ice Shows,Ice Shows,100.0,15.0,2023-10-24 14:00:00,2024-03-30 17:00:00,onsale,Jacksonville,Florida,30.325811,-81.645058,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice Presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-jacksonville-florida-03-30-2024/event/22005F1FD6E8DB66,G5eFZ9sTpBucJ,VyStar Veterans Memorial Arena
206,Pittsburgh Penguins vs. Columbus Blue Jackets,2024-03-28,19:00:00,Hockey,NHL,266.0,47.0,2023-08-02 14:00:00,2024-03-29 00:00:00,onsale,Pittsburgh,Pennsylvania,40.4388401,-79.9908551,"Promotion: Patterned Shirt presented by PPG (first 10,000 fans in attendance) Mobile Ticketing Alert: In an effort to ensure a ticketing experience that is more convenient, safe and secure for all Penguins fans, guests must present a mobile ticket on a smartphone for game entry. Screenshots and print outs will not be accepted. Bags are not permitted in PPG Paints Arena. Exceptions, after inspection, will be made for medical bags, diaper bags, and wristlets or wallets no larger than 4 x 6 x 1.5. PPG Paints Arena is a cashless venue. Credit and debit cards as well as Apple/Google Pay are accepted. Reverse ATMs are available to convert cash to a pre-paid Visa card. To make the most of your game day experience, be sure to download the Penguins app for online ticket management, mobile concession ordering, game previews and more!",USD,https://www.ticketmaster.com/pittsburgh-penguins-vs-columbus-blue-jackets-pittsburgh-pennsylvania-03-28-2024/event/16005ED7DA0B63E8,G5vbZ9cLQeU2I,PPG Paints Arena
207,Phoenix Suns vs. Toronto Raptors,2024-03-07,19:00:00,Basketball,NBA,3870.0,34.0,2023-08-18 17:00:00,2024-03-08 03:00:00,onsale,Phoenix,Arizona,33.445899,-112.071313,"Footprint Center is now a cashless environment. Please plan on using Visa, Mastercard, American Express or Discover during your visit. Don't have a credit/debit card? Convert cash into a preloaded Mastercard by visiting one of our reverse ATMs located near the Ticket Office or Section 218! When you purchase a ticket to a Footprint Center event, you can ride the Valley Metro Light Rail at no cost for four (4) hours prior to the event through the end of the transit day. With an increased focus on secure, contactless entry, mobile tickets will be required. All tickets will be delivered electronically with no exceptions, therefore will call is no longer available. All tickets are available via the Ticketmaster app or the Suns-Mercury-Footprint Center app. Standard ticket limit is six (6). Presales and first day of general on sale ticket limit is four (4). To purchase more tickets, please call 602.379.SUNS to find out about group tickets.",USD,https://www.ticketmaster.com/phoenix-suns-vs-toronto-raptors-phoenix-arizona-03-07-2024/event/19005F0B52AD0E02,G5v0Z9Yc3l8ze,Footprint Center
208,Los Angeles Dodgers vs. St. Louis Cardinals,2024-03-28,13:10:00,Baseball,MLB,N/A,N/A,1900-01-01 18:00:00,2024-03-28 20:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPbu4,Z7r9jZ1AdPbu4,Dodger Stadium
209,Atlanta Braves vs. Los Angeles Dodgers,2024-09-13,19:20:00,Baseball,MLB,480.0,25.0,2023-12-01 17:00:00,2024-09-14 00:20:00,onsale,Atlanta,Georgia,33.890304,-84.468127,N/A,USD,https://www.ticketmaster.com/atlanta-braves-vs-los-angeles-dodgers-atlanta-georgia-09-13-2024/event/0E005F6ECA5D3163,vvG1zZ9UD19KAN,Truist Park
210,New York Yankees vs. Miami Marlins,2024-04-08,14:05:00,Baseball,MLB,390.0,15.0,2023-09-13 14:00:00,2024-04-08 18:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-miami-marlins-bronx-new-york-04-08-2024/event/1D005F26CC054BFA,G5vVZ9whGvfRB,Yankee Stadium
211,New York Yankees vs. Baltimore Orioles,2024-03-11,13:05:00,Baseball,MLB,90.0,20.0,2023-10-25 14:00:00,2024-03-11 18:05:00,onsale,Tampa,Florida,27.98008,-82.507423,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, and/or George M Steinbrenner Field, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 103 to behind home plate to Section 118. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-baltimore-orioles-tampa-florida-03-11-2024/event/0D005F4DAFB2145B,vvG1VZ9VURi-oh,George Steinbrenner Field
212,St. Louis Blues v Chicago Blackhawks,2024-04-10,19:00:00,Hockey,NHL,N/A,N/A,2023-08-18 15:00:00,2024-04-11 01:00:00,onsale,St Louis,Missouri,38.626432,-90.202617,N/A,N/A,https://www.ticketmaster.com/st-louis-blues-v-chicago-blackhawks-st-louis-missouri-04-10-2024/event/06005EDABF7E3C0B,vvG1bZ9cnTLNY5,Enterprise Center
213,Philadelphia 76ers vs. Oklahoma City Thunder,2024-04-02,19:30:00,Basketball,NBA,950.0,55.0,2023-09-15 14:00:00,2024-04-02 23:30:00,onsale,Philadelphia,Pennsylvania,39.904551,-75.1736273,N/A,USD,https://www.ticketmaster.com/philadelphia-76ers-vs-oklahoma-city-thunder-philadelphia-pennsylvania-04-02-2024/event/30005EFBEC042F48,G5dZZ9RRiveWF,Wells Fargo Center
214,San Jose Sharks vs. Anaheim Ducks,2024-02-29,19:30:00,Hockey,NHL,437.0,28.0,2023-06-27 22:00:00,2024-03-01 04:30:00,onsale,San Jose,California,37.33276191,-121.90122373,N/A,USD,https://www.ticketmaster.com/san-jose-sharks-vs-anaheim-ducks-san-jose-california-02-29-2024/event/1C005ED5EA807192,G5vYZ9c9nO6k3,SAP Center at San Jose
215,Arizona Coyotes vs. Chicago Blackhawks,2024-03-05,19:00:00,Hockey,NHL,998.0,125.0,2023-08-11 17:00:00,2024-03-06 02:00:00,onsale,Tempe,Arizona,33.42535353,-111.92926329,"Please note the following for Arizona Coyotes games at Mullett Arena: - The NHL has a NO BAG POLICY. Only small clutches are allowed. Each guest may carry a small clutch/purse no larger than 4.5 inches x 6.5 inches. All bags are subject to search. Other things to consider are no bags, backpacks, large purses, oversized tote bags, colored plastic bags, solid drawstring bags, fanny packs, camera bags, binocular cases, mesh bags or reusable grocery bags are allowed. The arena does NOT have a check-in location for prohibited items. Medical bags and diaper bags are permitted and subject to a thorough search. - Mullett Arena is a CASHLESS Venue. Cash will not be accepted. - Sections 114, 115, 116, and 117 DO NOT have seat backs. - The advance price for parking is $30.00 and day of game parking is $40.00. - Tickets labeled with SRO are Standing Room Only tickets in an assigned section and do not have a physical seat.",USD,https://www.ticketmaster.com/arizona-coyotes-vs-chicago-blackhawks-tempe-arizona-03-05-2024/event/19005EEA800A0D23,G5v0Z9mnZeOVN,Mullett Arena 
216,New York Yankees vs. Tampa Bay Rays,2024-03-06,13:05:00,Baseball,MLB,135.0,27.0,2023-10-25 14:00:00,2024-03-06 19:05:00,onsale,Tampa,Florida,27.98008,-82.507423,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, and/or George M Steinbrenner Field, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 103 to behind home plate to Section 118. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-tampa-bay-tampa-florida-03-06-2024/event/0D005F4DAFAA143A,vvG1VZ9VURn-8B,George Steinbrenner Field
217,New York Yankees vs. Detroit Tigers,2024-05-04,13:05:00,Baseball,MLB,400.0,30.0,2023-09-13 14:00:00,2024-05-04 17:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-detroit-tigers-bronx-new-york-05-04-2024/event/1D005F26CC0F4C2C,G5vVZ9whGdVYi,Yankee Stadium
218,Miami Heat vs. Philadelphia 76ers,2024-04-04,19:30:00,Basketball,NBA,635.0,40.0,2023-08-19 16:00:00,2024-04-05 01:30:00,onsale,Miami,Florida,25.781232,-80.187805,N/A,USD,https://www.ticketmaster.com/miami-heat-vs-philadelphia-76ers-miami-florida-04-04-2024/event/0D005F10C903E4B1,vvG1VZ9sdaZX3s,Kaseya Center
219,Miami Heat vs. Toronto Raptors,2024-04-14,13:00:00,Basketball,NBA,550.0,30.0,2023-08-19 16:00:00,2024-04-14 19:00:00,onsale,Miami,Florida,25.781232,-80.187805,N/A,USD,https://www.ticketmaster.com/miami-heat-vs-toronto-raptors-miami-florida-04-14-2024/event/0D005F10C936E4E4,vvG1VZ9sdaumK0,Kaseya Center
220,New York Yankees vs. Minnesota Twins,2024-06-04,19:05:00,Baseball,MLB,390.0,5.0,2023-09-13 14:00:00,2024-06-04 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-minnesota-twins-bronx-new-york-06-04-2024/event/1D005F26CC1B4C59,G5vVZ9whGkVs_,Yankee Stadium
221,Milwaukee Bucks vs. Philadelphia 76ers,2024-03-14,19:00:00,Basketball,NBA,3280.0,19.0,2023-09-18 17:00:00,2024-03-15 01:00:00,onsale,Milwaukee,Wisconsin,43.04228,-87.916896,N/A,USD,https://www.ticketmaster.com/milwaukee-bucks-vs-philadelphia-76ers-milwaukee-wisconsin-03-14-2024/event/07005F1FE9F33C7E,vvG1jZ9sTtHSsX,Fiserv Forum
222,Boston Red Sox vs. New York Yankees,2024-03-17,13:05:00,Baseball,MLB,N/A,N/A,1900-01-01 06:00:00,2024-03-17 17:05:00,onsale,Fort Myers,Florida,26.4783,-81.730598,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPV-J,Z7r9jZ1AdPV-J,JetBlue Park
223,Disney On Ice presents Into the Magic,2024-03-28,19:00:00,Ice Shows,Ice Shows,95.0,23.0,2023-11-14 15:00:00,2024-03-28 23:00:00,onsale,Hershey,Pennsylvania,40.285717,-76.6758748,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-into-the-hershey-pennsylvania-03-28-2024/event/02005F2FCF0F5D62,vvG1FZ9wT2dggx,GIANT Center
224,Arizona Diamondbacks vs. New York Yankees,2024-04-03,12:40:00,Baseball,MLB,390.0,39.0,2024-02-26 16:00:00,2024-04-03 19:40:00,onsale,Phoenix,Arizona,33.444799,-112.066662,N/A,USD,https://www.ticketmaster.com/arizona-diamondbacks-vs-new-york-yankees-phoenix-arizona-04-03-2024/event/190060374F6B096D,1kk8vOuVGA2QYPc,Chase Field
225,Boston Bruins vs. Carolina Hurricanes,2024-04-09,19:00:00,Hockey,NHL,1565.5,125.0,2023-06-28 18:00:00,2024-04-10 00:00:00,onsale,Boston,Massachusetts,42.365841,-71.060724,N/A,USD,https://www.ticketmaster.com/boston-bruins-vs-carolina-hurricanes-boston-massachusetts-04-09-2024/event/01005ED7EF1973E4,vvG17Z9cLRk920,TD Garden
