,Name,Date,Time,Category,SubCategory,Max,Min,SalesStart,SalesEnd,Status,City,State,Latitude,Longitude,Description,Currency,URL,ID,Venues
0,Charlotte Hornets vs. Phoenix Suns,2024-03-15,19:00:00,Basketball,NBA,875.0,39.0,2023-08-19 14:00:00,2024-03-16 00:30:00,onsale,Charlotte,North Carolina,35.225222,-80.839921,N/A,USD,https://www.ticketmaster.com/charlotte-hornets-vs-phoenix-suns-charlotte-north-carolina-03-15-2024/event/2D005EF1EEFA6495,G5eVZ9R6mXJ34,N/A
1,Phoenix Suns vs. Oklahoma City Thunder,2024-03-03,19:30:00,Basketball,NBA,3870.0,54.0,2023-08-18 17:00:00,2024-03-04 03:30:00,onsale,Phoenix,Arizona,33.445899,-112.071313,"Footprint Center is now a cashless environment. Please plan on using Visa, Mastercard, American Express or Discover during your visit. Don't have a credit/debit card? Convert cash into a preloaded Mastercard by visiting one of our reverse ATMs located near the Ticket Office or Section 218! When you purchase a ticket to a Footprint Center event, you can ride the Valley Metro Light Rail at no cost for four (4) hours prior to the event through the end of the transit day. With an increased focus on secure, contactless entry, mobile tickets will be required. All tickets will be delivered electronically with no exceptions, therefore will call is no longer available. All tickets are available via the Ticketmaster app or the Suns-Mercury-Footprint Center app. Standard ticket limit is six (6). Presales and first day of general on sale ticket limit is four (4). To purchase more tickets, please call 602.379.SUNS to find out about group tickets.",USD,https://www.ticketmaster.com/phoenix-suns-vs-oklahoma-city-thunder-phoenix-arizona-03-03-2024/event/19005F0B52AA0E00,G5v0Z9Yc3nOzZ,N/A
2,Milwaukee Bucks vs. Phoenix Suns,2024-03-17,12:00:00,Basketball,NBA,3930.0,76.0,2023-09-18 17:00:00,2024-03-17 18:00:00,onsale,Milwaukee,Wisconsin,43.04228,-87.916896,N/A,USD,https://www.ticketmaster.com/milwaukee-bucks-vs-phoenix-suns-milwaukee-wisconsin-03-17-2024/event/07005F1FE9F53C82,vvG1jZ9sTtWKwe,N/A
3,Oklahoma City Thunder vs. Phoenix Suns,2024-03-29,19:00:00,Basketball,NBA,2052.0,37.0,2023-11-27 16:00:00,2024-03-30 01:00:00,onsale,Oklahoma City,Oklahoma,35.463391,-97.514594,"Full contactless mobile ticketing has been implemented for guests to use self-serve ticket scanners at all arena entrances, reducing points of contact with staff. Mobile tickets for Thunder games can be seamlessly accessed or transferred via the Thunder App or mythunderaccount.com. Tickets for the 2023-24 season for games after December 31, 2023, will be available directly from the team starting Monday, November 27 at 10 a.m. Can't wait to purchase tickets? You can purchase tickets from other fans and prices are determined by the seller and not the team. A 20% service fee for all resale tickets will be added to the cost of each ticket at checkout. Children 3 years and older require a ticket for admission.",USD,https://www.ticketmaster.com/oklahoma-city-thunder-vs-phoenix-suns-oklahoma-city-oklahoma-03-29-2024/event/0C005F101E9D6EF9,vvG1YZ9sZrEpDy,N/A
4,San Antonio Spurs vs. Phoenix Suns,2024-03-23,19:00:00,Basketball,NBA,3402.0,60.0,2023-08-18 15:00:00,2024-03-24 01:30:00,onsale,San Antonio,Texas,29.4330386,-98.4337987,Ages two and up require a ticket. Doors open one hour before tip. Note that the address on the account must be from the South Central Texas region. Any accounts with an out-of-region address or a P.O. Box address may have their tickets cancelled and refunded without notice.,USD,https://www.ticketmaster.com/san-antonio-spurs-vs-phoenix-suns-san-antonio-texas-03-23-2024/event/3A005F0BB3F63F65,G5dIZ9YmSWNWP,N/A
5,New Orleans Pelicans vs. Phoenix Suns,2024-04-01,19:00:00,Basketball,NBA,0.0,0.0,1900-01-01 18:00:00,2024-04-02 00:00:00,onsale,New Orleans,Louisiana,29.9429,-90.082802,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdJ9uI,Z7r9jZ1AdJ9uI,N/A
6,Phoenix Suns vs. Minnesota Timberwolves,2024-04-05,19:00:00,Basketball,NBA,4300.0,64.0,2023-08-18 17:00:00,2024-04-06 03:00:00,onsale,Phoenix,Arizona,33.445899,-112.071313,"Footprint Center is now a cashless environment. Please plan on using Visa, Mastercard, American Express or Discover during your visit. Don't have a credit/debit card? Convert cash into a preloaded Mastercard by visiting one of our reverse ATMs located near the Ticket Office or Section 218! When you purchase a ticket to a Footprint Center event, you can ride the Valley Metro Light Rail at no cost for four (4) hours prior to the event through the end of the transit day. With an increased focus on secure, contactless entry, mobile tickets will be required. All tickets will be delivered electronically with no exceptions, therefore will call is no longer available. All tickets are available via the Ticketmaster app or the Suns-Mercury-Footprint Center app. Standard ticket limit is six (6). Presales and first day of general on sale ticket limit is four (4). To purchase more tickets, please call 602.379.SUNS to find out about group tickets.",USD,https://www.ticketmaster.com/phoenix-suns-vs-minnesota-timberwolves-phoenix-arizona-04-05-2024/event/19005F0B52BD0E13,G5v0Z9Yc3R8zK,N/A
7,Phoenix Suns vs. Atlanta Hawks,2024-03-21,19:30:00,Basketball,NBA,3870.0,34.0,2023-08-18 17:00:00,2024-03-22 03:30:00,onsale,Phoenix,Arizona,33.445899,-112.071313,"Footprint Center is now a cashless environment. Please plan on using Visa, Mastercard, American Express or Discover during your visit. Don't have a credit/debit card? Convert cash into a preloaded Mastercard by visiting one of our reverse ATMs located near the Ticket Office or Section 218! When you purchase a ticket to a Footprint Center event, you can ride the Valley Metro Light Rail at no cost for four (4) hours prior to the event through the end of the transit day. With an increased focus on secure, contactless entry, mobile tickets will be required. All tickets will be delivered electronically with no exceptions, therefore will call is no longer available. All tickets are available via the Ticketmaster app or the Suns-Mercury-Footprint Center app. Standard ticket limit is six (6). Presales and first day of general on sale ticket limit is four (4). To purchase more tickets, please call 602.379.SUNS to find out about group tickets.",USD,https://www.ticketmaster.com/phoenix-suns-vs-atlanta-hawks-phoenix-arizona-03-21-2024/event/19005F0B52B60E0C,G5v0Z9Yc3cOzG,N/A
8,Phoenix Suns vs. New Orleans Pelicans,2024-04-07,15:00:00,Basketball,NBA,3870.0,54.0,2023-08-18 17:00:00,2024-04-07 23:00:00,onsale,Phoenix,Arizona,33.445899,-112.071313,"Footprint Center is now a cashless environment. Please plan on using Visa, Mastercard, American Express or Discover during your visit. Don't have a credit/debit card? Convert cash into a preloaded Mastercard by visiting one of our reverse ATMs located near the Ticket Office or Section 218! When you purchase a ticket to a Footprint Center event, you can ride the Valley Metro Light Rail at no cost for four (4) hours prior to the event through the end of the transit day. With an increased focus on secure, contactless entry, mobile tickets will be required. All tickets will be delivered electronically with no exceptions, therefore will call is no longer available. All tickets are available via the Ticketmaster app or the Suns-Mercury-Footprint Center app. Standard ticket limit is six (6). Presales and first day of general on sale ticket limit is four (4). To purchase more tickets, please call 602.379.SUNS to find out about group tickets.",USD,https://www.ticketmaster.com/phoenix-suns-vs-new-orleans-pelicans-phoenix-arizona-04-07-2024/event/19005F0B52C00E17,G5v0Z9Yc3YZz9,N/A
9,Sacramento Kings vs. Phoenix Suns,2024-04-12,19:30:00,Basketball,NBA,545.0,40.0,2023-08-18 19:00:00,2024-04-13 04:00:00,onsale,Sacramento,California,38.580372,-121.500231,N/A,USD,https://www.ticketmaster.com/sacramento-kings-vs-phoenix-suns-sacramento-california-04-12-2024/event/1C005F0E86111DB6,G5vYZ9YBk7oUU,N/A
10,San Antonio Spurs vs. Phoenix Suns,2024-03-25,19:00:00,Basketball,NBA,3202.0,27.0,2023-08-18 15:00:00,2024-03-26 01:30:00,onsale,San Antonio,Texas,29.4330386,-98.4337987,Ages two and up require a ticket. Doors open one hour before tip. Note that the address on the account must be from the South Central Texas region. Any accounts with an out-of-region address or a P.O. Box address may have their tickets cancelled and refunded without notice.,USD,https://www.ticketmaster.com/san-antonio-spurs-vs-phoenix-suns-san-antonio-texas-03-25-2024/event/3A005F0BB3F93F78,G5dIZ9YmSXKWz,N/A
11,Minnesota Timberwolves vs. Phoenix Suns,2024-04-14,14:30:00,Basketball,NBA,0.0,0.0,1900-01-01 18:00:00,2024-04-14 19:30:00,onsale,Minneapolis,Minnesota,44.970299,-93.286102,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdJ9AK,Z7r9jZ1AdJ9AK,N/A
12,Milwaukee Bucks vs Phoenix Suns (Premium Spaces),2024-03-17,12:00:00,Basketball,NBA,0.0,0.0,2009-09-12 01:00:00,2024-03-17 17:00:00,onsale,Milwaukee,Wisconsin,43.04228,-87.916896,N/A,N/A,https://offer.fevo.com/bucks-vs-suns-premium-spaces-2465c0d,vvG1jZ9MdsQVHo,N/A
13,U2:UV Achtung Baby Live At Sphere - General Admission Floor,2024-03-02,20:00:00,Rock,Pop,195.0,195.0,2023-12-08 20:00:00,2024-03-03 05:00:00,onsale,Las Vegas,Nevada,36.1207267,-115.1642896,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information.",USD,https://www.ticketmaster.com/u2uv-achtung-baby-live-at-sphere-las-vegas-nevada-03-02-2024/event/17005F6CEFFB6891,G5vjZ9USRXUxo,N/A
14,U2:UV Achtung Baby Live At Sphere - General Admission Floor,2024-03-01,20:00:00,Rock,Pop,195.0,195.0,2023-12-08 20:00:00,2024-03-02 05:00:00,onsale,Las Vegas,Nevada,36.1207267,-115.1642896,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information.",USD,https://www.ticketmaster.com/u2uv-achtung-baby-live-at-sphere-las-vegas-nevada-03-01-2024/event/17005F6CEFF26875,G5vjZ9USRHJ-g,N/A
15,P!NK: Summer Carnival 2024,2024-08-21,18:30:00,Rock,Pop,340.0,59.11,2023-12-11 15:00:00,2024-08-22 00:30:00,onsale,Foxborough,Massachusetts,42.090918,-71.264321,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-foxborough-massachusetts-08-21-2024/event/01005F7EBE926E76,vvG17Z9MBX0JyU,N/A
16,P!NK: Summer Carnival 2024,2024-11-06,18:30:00,Rock,Pop,374.95,30.0,2022-11-21 16:00:00,2024-11-07 02:30:00,rescheduled,Arlington,Texas,32.747242,-97.083796,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-arlington-texas-11-06-2024/event/0C005C5CD48C4981,vvG1YZ9ASfN7Jv,N/A
17,P!NK: Summer Carnival 2024,2024-08-24,18:30:00,Rock,Pop,349.95,49.95,2023-12-11 16:00:00,2024-08-25 00:30:00,onsale,Chicago,Illinois,41.86205404,-87.61682143,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-chicago-illinois-08-24-2024/event/04005F7E38AA42DD,vvG18Z9Mzzn05q,N/A
18,Monster Jam,2024-02-25,15:00:00,Motorsports/Racing,Motorsports/Racing,110.0,20.0,2023-09-19 14:00:00,2024-02-25 20:00:00,offsale,Detroit,Michigan,42.339924,-83.045543,"Experience full-throttle family fun at Monster Jam®, where the world's best drivers and their 12,000-pound monster trucks tear up the dirt in wide-open competitions of speed and skill. You'll be on the edge of your seat watching your favorites like the legendary Grave Digger®, mighty Megalodon® and more show off crazy skills, massive stunts and all-out racing. Monster Jam. As Big As It Gets!",USD,https://www.ticketmaster.com/monster-jam-detroit-michigan-02-25-2024/event/08005F11C9293E62,vvG1OZ9s6a1Kyx,N/A
19,P!NK: Summer Carnival 2024,2024-08-10,18:30:00,Rock,Pop,339.95,39.95,2023-12-11 16:00:00,2024-08-11 01:30:00,onsale,St Louis,Missouri,38.630801,-90.191488,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-st-louis-missouri-08-10-2024/event/06005F7CA0C41A76,vvG1bZ9MwOsvtU,N/A
20,P!NK: Summer Carnival 2024,2024-08-18,18:30:00,Rock,Pop,319.95,49.95,2023-12-11 15:00:00,2024-08-18 23:30:00,onsale,Philadelphia,Pennsylvania,39.900706,-75.167406,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-philadelphia-pennsylvania-08-18-2024/event/02005F7DD1CF64D1,vvG1FZ9MMoSUKo,N/A
21,P!NK: Summer Carnival 2024,2024-10-06,18:30:00,Rock,Pop,330.0,49.95,2023-12-11 15:00:00,2024-10-07 01:30:00,onsale,Syracuse,New York,43.03626312,-76.1361305,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-syracuse-new-york-10-06-2024/event/00005F76B17B20E2,k7vGF9MQsrwdx,N/A
22,P!NK: Summer Carnival 2024,2024-10-03,18:30:00,Rock,Pop,326.0,56.0,2023-12-11 15:00:00,2024-10-04 01:30:00,onsale,East Rutherford,New Jersey,40.81359,-74.074493,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-east-rutherford-new-jersey-10-03-2024/event/00005F81E2956EE8,k7vGF9z6xPpDI,N/A
23,P!NK: Summer Carnival 2024,2024-10-01,18:30:00,Rock,Pop,319.95,49.95,2023-12-11 15:00:00,2024-10-01 22:30:00,onsale,Hershey,Pennsylvania,40.290715,-76.660281,"We are now a cashless venue. All major credit cards are accepted. Patrons 2yrs and older require a ticket. Artist(s) subject to change. Due to security enhancements, please arrive at least 45-60 minutes prior to event time. Please only bring essential items with you. Hersheypark Stadium will only permit bags 5""x8""x1"" or smaller, which includes hand clutches, wristlets and small purses. Any bags/backpacks that are larger in size will need to be returned to the owners vehicle or disposed of. No audio/video recording. Rain Or Shine Tickets can be purchased online up until the event start time. After this time, if tickets are still available, they can be purchased at the Hersheypark Stadium Box Office.",USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-hershey-pennsylvania-10-01-2024/event/02005F81A4B54945,vvG1FZ9zk0cfPA,N/A
24,P!NK Live 2024,2024-09-03,19:30:00,Rock,Pop,384.0,74.0,2023-02-24 18:00:00,2024-09-04 03:30:00,rescheduled,Tacoma,Washington,47.23634,-122.426834,N/A,USD,https://www.ticketmaster.com/pnk-live-2024-tacoma-washington-09-03-2024/event/0F005E4ABAA12BC6,vvG1HZ90nBI3Rk,N/A
25,P!NK: Summer Carnival 2024,2024-10-12,18:30:00,Rock,Pop,299.95,49.95,2023-12-11 15:00:00,2024-10-12 22:30:00,onsale,Indianapolis,Indiana,39.76007,-86.163821,"All individuals attending this event must have a ticket, regardless of age. Clear Bag Policy will be in effect.",USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-indianapolis-indiana-10-12-2024/event/05005F7ECA5558EC,vvG1fZ9MD144Ni,N/A
26,U2:UV Achtung Baby Live At Sphere - Reserved Seating,2024-03-02,20:00:00,Rock,Pop,375.0,95.0,2023-12-08 20:00:00,2024-03-03 05:00:00,onsale,Las Vegas,Nevada,36.1207267,-115.1642896,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information.",USD,https://www.ticketmaster.com/u2uv-achtung-baby-live-at-sphere-las-vegas-nevada-03-02-2024/event/17005F6CEFF7688E,G5vjZ9USRWUxC,N/A
27,U2:UV Achtung Baby Live At Sphere - Reserved Seating,2024-03-01,20:00:00,Rock,Pop,375.0,95.0,2023-12-08 20:00:00,2024-03-02 05:00:00,onsale,Las Vegas,Nevada,36.1207267,-115.1642896,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information.",USD,https://www.ticketmaster.com/u2uv-achtung-baby-live-at-sphere-las-vegas-nevada-03-01-2024/event/17005F6CEFEC686C,G5vjZ9USRDk-i,N/A
28,P!NK Live 2024,2024-09-04,19:30:00,Rock,Pop,299.95,63.95,2023-02-24 18:00:00,2024-09-05 03:30:00,rescheduled,Tacoma,Washington,47.23634,-122.426834,N/A,USD,https://www.ticketmaster.com/pnk-live-2024-tacoma-washington-09-04-2024/event/0F005E4ABAA52BE0,vvG1HZ90nBt3RO,N/A
29,Washington Wizards vs. Golden State Warriors,2024-02-27,19:00:00,Basketball,NBA,888.0,67.0,2023-09-07 14:00:00,2024-02-28 01:00:00,onsale,Washington,District of Columbia,38.897412,-77.020029,N/A,USD,https://www.ticketmaster.com/washington-wizards-vs-golden-state-warriors-washington-district-of-columbia-02-27-2024/event/15005F11AC5F261B,G5vfZ9ski9wbh,N/A
30,Chicago Blackhawks vs. Detroit Red Wings,2024-02-25,17:00:00,Hockey,NHL,1788.0,117.0,2023-08-31 15:00:00,2024-02-26 01:00:00,offsale,Chicago,Illinois,41.88124412,-87.67427375,N/A,USD,https://www.ticketmaster.com/chicago-blackhawks-vs-detroit-red-wings-chicago-illinois-02-25-2024/event/04005EDC97B913B1,vvG18Z9cw9moCs,N/A
31,Eagles - The Long Goodbye,2024-03-16,19:30:00,Rock,Pop,499.5,129.5,2023-11-17 15:00:00,2024-03-17 01:30:00,onsale,Charlotte,North Carolina,35.225222,-80.839921,N/A,USD,https://www.ticketmaster.com/eagles-the-long-goodbye-charlotte-north-carolina-03-16-2024/event/2D005F678E292443,G5eVZ9UrC13od,N/A
32,Phoenix Suns vs. Los Angeles Lakers,2024-02-25,13:30:00,Basketball,NBA,6750.0,199.0,2023-08-18 17:00:00,2024-02-25 21:30:00,offsale,Phoenix,Arizona,33.445899,-112.071313,"Footprint Center is now a cashless environment. Please plan on using Visa, Mastercard, American Express or Discover during your visit. Don't have a credit/debit card? Convert cash into a preloaded Mastercard by visiting one of our reverse ATMs located near the Ticket Office or Section 218! When you purchase a ticket to a Footprint Center event, you can ride the Valley Metro Light Rail at no cost for four (4) hours prior to the event through the end of the transit day. With an increased focus on secure, contactless entry, mobile tickets will be required. All tickets will be delivered electronically with no exceptions, therefore will call is no longer available. All tickets are available via the Ticketmaster app or the Suns-Mercury-Footprint Center app. Standard ticket limit is six (6). Presales and first day of general on sale ticket limit is four (4). To purchase more tickets, please call 602.379.SUNS to find out about group tickets.",USD,https://www.ticketmaster.com/phoenix-suns-vs-los-angeles-lakers-phoenix-arizona-02-25-2024/event/19005F0B52A10DF2,G5v0Z9Yc3I8Mw,N/A
33,Eagles - The Long Goodbye,2024-03-04,19:30:00,Rock,Pop,495.0,145.0,2023-11-17 15:00:00,2024-03-05 00:30:00,onsale,Orlando,Florida,28.539293,-81.383957,N/A,USD,https://www.ticketmaster.com/eagles-the-long-goodbye-orlando-florida-03-04-2024/event/22005F5A96880E14,G5eFZ9gnpxZzf,N/A
34,Philadelphia 76ers vs. Milwaukee Bucks,2024-02-25,13:00:00,Basketball,NBA,1308.0,50.0,2023-09-15 14:00:00,2024-02-25 19:00:00,offsale,Philadelphia,Pennsylvania,39.904551,-75.1736273,N/A,USD,https://www.ticketmaster.com/philadelphia-76ers-vs-milwaukee-bucks-philadelphia-pennsylvania-02-25-2024/event/30005EFBEBF22F2A,G5dZZ9RRlHxHn,N/A
35,P!NK: Summer Carnival 2024,2024-09-13,18:30:00,Rock,Pop,320.0,79.95,2023-12-11 18:00:00,2024-09-14 05:30:00,onsale,Las Vegas ,Nevada,36.0909,-115.1833,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-las-vegas-nevada-09-13-2024/event/17005F7D41C37B1B,G5vjZ9MgvYMih,N/A
36,Eagles - The Long Goodbye,2024-03-09,19:30:00,Rock,Pop,495.5,145.5,2023-11-06 16:00:00,2024-03-10 00:30:00,onsale,Chicago,Illinois,41.88124412,-87.67427375,"By purchasing tickets to this event, you agree to abide by the health and safety measures in effect at the time of the event. Check back often for updates to your event venue website as guidelines are subject to change.",USD,https://www.ticketmaster.com/eagles-the-long-goodbye-chicago-illinois-03-09-2024/event/04005F5CCF012A30,vvG18Z9gS2Z3IY,N/A
37,P!NK: Summer Carnival 2024,2024-09-11,18:30:00,Rock,Pop,320.95,45.95,2023-12-11 18:00:00,2024-09-12 03:30:00,onsale,San Diego,California,32.70709659,-117.15680771,Show: 6:30 pm,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-san-diego-california-09-11-2024/event/0A005F7D0739464B,vvG1IZ9MV6Cf_5,N/A
38,P!NK Live 2024,2024-10-18,19:30:00,Rock,Pop,1049.95,59.95,2024-01-26 16:00:00,2024-10-19 02:30:00,onsale,Saint Paul,Minnesota,44.94489438,-93.10121819,N/A,USD,https://www.ticketmaster.com/pnk-live-2024-saint-paul-minnesota-10-18-2024/event/0600602AD7F14DD8,vv17bZbeGkl9HfMb,N/A
39,Arizona Diamondbacks vs. New York Yankees,2024-04-01,18:40:00,Baseball,MLB,390.0,39.0,2024-02-26 16:00:00,2024-04-02 01:40:00,offsale,Phoenix,Arizona,33.444799,-112.066662,N/A,USD,https://www.ticketmaster.com/arizona-diamondbacks-vs-new-york-yankees-phoenix-arizona-04-01-2024/event/190060374F620961,1kk8vOuVGA2bOP-,N/A
40,Pittsburgh Penguins vs. Philadelphia Flyers,2024-02-25,15:30:00,Hockey,NHL,375.0,78.0,2023-08-02 14:00:00,2024-02-25 21:30:00,offsale,Pittsburgh,Pennsylvania,40.4388401,-79.9908551,"Promotion: Team Yearbook presented by Highmark Blue Cross Blue Shield Mobile Ticketing Alert: In an effort to ensure a ticketing experience that is more convenient, safe and secure for all Penguins fans, guests must present a mobile ticket on a smartphone for game entry. Screenshots and print outs will not be accepted. Bags are not permitted in PPG Paints Arena. Exceptions, after inspection, will be made for medical bags, diaper bags, and wristlets or wallets no larger than 4 x 6 x 1.5. PPG Paints Arena is a cashless venue. Credit and debit cards as well as Apple/Google Pay are accepted. Reverse ATMs are available to convert cash to a pre-paid Visa card. To make the most of your game day experience, be sure to download the Penguins app for online ticket management, mobile concession ordering, game previews and more!",USD,https://www.ticketmaster.com/pittsburgh-penguins-vs-philadelphia-flyers-pittsburgh-pennsylvania-02-25-2024/event/16005ED7D9FF63D7,G5vbZ9cL_TU29,N/A
41,Monster Jam,2024-03-02,19:00:00,Motorsports/Racing,Motorsports/Racing,100.0,17.5,2023-09-19 14:00:00,2024-03-03 01:00:00,onsale,Orlando,Florida,28.538255,-81.402071,"Experience full-throttle family fun at Monster Jam®, where the world's best drivers and their 12,000-pound monster trucks tear up the dirt in wide-open competitions of speed and skill. You'll be on the edge of your seat watching your favorites like the legendary Grave Digger®, mighty Megalodon® and more show off crazy skills, massive stunts and all-out racing. Monster Jam. As Big As It Gets!",USD,https://www.ticketmaster.com/monster-jam-orlando-florida-03-02-2024/event/22005ED0936CBC8D,G5eFZ9ceKh5wu,N/A
42,P!NK: Summer Carnival 2024,2024-11-18,18:30:00,Rock,Pop,299.95,49.95,2023-12-11 15:00:00,2024-11-19 00:30:00,onsale,Orlando,Florida,28.538255,-81.402071,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-orlando-florida-11-18-2024/event/22005F7DDD271693,G5eFZ9MMqasQK,N/A
43,LA Clippers vs. Los Angeles Lakers,2024-02-28,19:00:00,Basketball,NBA,0.0,0.0,1900-01-01 18:00:00,2024-02-29 03:00:00,onsale,Los Angeles,California,34.053101,-118.2649,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdJ9G7,Z7r9jZ1AdJ9G7,N/A
44,P!NK: Summer Carnival 2024,2024-09-15,18:30:00,Rock,Pop,330.95,49.95,2023-12-11 18:00:00,2024-09-16 03:30:00,onsale,Los Angeles,California,34.07359365,-118.23992227,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-los-angeles-california-09-15-2024/event/0B005F7D975F1245,vvG1iZ9MU99saA,N/A
45,P!NK Live 2024,2024-11-11,19:30:00,Rock,Pop,399.95,59.95,2024-01-26 15:00:00,2024-11-12 01:30:00,onsale,Raleigh,North Carolina,35.803242,-78.722936,Ticket prices include a 7.25% sales tax. All guests age 2 & older are required to have a ticket. NO re-entry.,USD,https://www.ticketmaster.com/pnk-live-2024-raleigh-north-carolina-11-11-2024/event/2D005E50BB814DAD,G5eVZ9PeDOfUc,N/A
46,P!NK Live 2024,2024-10-14,19:30:00,Rock,Pop,399.95,59.95,2024-01-26 15:00:00,2024-10-14 23:30:00,onsale,Detroit,Michigan,42.341089,-83.055434,N/A,USD,https://www.ticketmaster.com/pnk-live-2024-detroit-michigan-10-14-2024/event/08006033D37555B5,vv1AFZkZSGkdKq4pg,N/A
47,P!NK Live 2024,2024-11-08,19:30:00,Rock,Pop,350.95,55.95,2023-10-20 15:00:00,2024-11-09 03:30:00,rescheduled,Tulsa,Oklahoma,36.15287358,-95.99613726,N/A,USD,https://www.ticketmaster.com/pnk-live-2024-tulsa-oklahoma-11-08-2024/event/20005F4BB7770D15,G5eZZ9VmMqYV4,N/A
48,P!NK Live 2024,2024-10-09,19:30:00,Rock,Pop,424.45,64.45,2024-01-26 15:00:00,2024-10-10 01:30:00,onsale,Columbus,Ohio,40.0080079,-83.0249081,The Ticket Office (venue's Northeast corner) lobby will be open from 9AM to 4PM M-F with extended hours on event days. Contact us at athletic.tix@osu.edu or 1-800-GO-BUCKS (1-800-462-8257).,USD,https://www.ticketmaster.com/pnk-live-2024-columbus-ohio-10-09-2024/event/05006033AB146DE6,vv1AAZkZSGkelAkMJ,N/A
49,Chicago Cubs vs. Los Angeles Dodgers,2024-04-06,15:05:00,Baseball,MLB,0.0,0.0,1900-01-01 06:00:00,2024-04-06 20:05:00,onsale,Chicago,Illinois,41.954102,-87.6605,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPf0Y,Z7r9jZ1AdPf0Y,N/A
50,Los Angeles Lakers vs Golden State Warriors,2024-03-16,17:30:00,Basketball,NBA,7350.0,125.0,2023-08-25 19:00:00,2024-03-17 00:30:00,onsale,Los Angeles,California,34.043003,-118.267253,N/A,USD,https://www.ticketmaster.com/los-angeles-lakers-vs-golden-state-los-angeles-california-03-16-2024/event/2C005F109C360D50,G5eYZ9sejuOg8,N/A
51,P!NK Live 2024,2024-10-20,19:30:00,Rock,Pop,369.95,59.95,2024-01-26 16:00:00,2024-10-21 02:30:00,onsale,Lincoln,Nebraska,40.81827927,-96.7089386,N/A,USD,https://www.ticketmaster.com/pnk-live-2024-lincoln-nebraska-10-20-2024/event/06006032DD356B90,vv1AkZkZwGkdqupm8,N/A
52,Arizona Diamondbacks vs. New York Yankees,2024-04-03,12:40:00,Baseball,MLB,390.0,39.0,2024-02-26 16:00:00,2024-04-03 19:40:00,offsale,Phoenix,Arizona,33.444799,-112.066662,N/A,USD,https://www.ticketmaster.com/arizona-diamondbacks-vs-new-york-yankees-phoenix-arizona-04-03-2024/event/190060374F6B096D,1kk8vOuVGA2QYPc,N/A
53,Arizona Diamondbacks vs. New York Yankees,2024-04-02,18:40:00,Baseball,MLB,390.0,39.0,2024-02-26 16:00:00,2024-04-03 01:40:00,offsale,Phoenix,Arizona,33.444799,-112.066662,N/A,USD,https://www.ticketmaster.com/arizona-diamondbacks-vs-new-york-yankees-phoenix-arizona-04-02-2024/event/190060374F660964,1kk8vOuVGA2_OP0,N/A
54,Eagles - The Long Goodbye,2024-03-08,19:30:00,Rock,Pop,495.5,145.5,2023-11-03 15:00:00,2024-03-09 00:30:00,onsale,Chicago,Illinois,41.88124412,-87.67427375,"By purchasing tickets to this event, you agree to abide by the health and safety measures in effect at the time of the event. Check back often for updates to your event venue website as guidelines are subject to change.",USD,https://www.ticketmaster.com/eagles-the-long-goodbye-chicago-illinois-03-08-2024/event/04005F570C583CC1,vvG18Z9gjGpdSv,N/A
